4097740166,numfloors,205,3,2,numfloors correction,20v2
5036860056,numfloors,114,3,2,numfloors correction,20v2
5012900096,numfloors,100,2,2,numfloors correction,20v2
1001797507,numfloors,90,9,2,numfloors correction,20v2
3067760018,numfloors,75,2,2,numfloors correction,20v2
3074357501,numfloors,60,6,2,numfloors correction,20v2
4020057503,numfloors,40,4,2,numfloors correction,20v2
3045060019,numfloors,35,2,2,numfloors correction,20v2
3051100145,numfloors,30,3,2,numfloors correction,20v2
2040240014,numfloors,30,3,2,numfloors correction,20v2
4101550069,numfloors,30,1,2,numfloors correction,20v2
3051100144,numfloors,30,3,2,numfloors correction,20v2
2046470096,numfloors,30,3,2,numfloors correction,20v2
1002317503,numfloors,27,5,2,numfloors correction,20v2
5037550011,numfloors,23,3,2,numfloors correction,20v2
5029770021,numfloors,22,3,2,numfloors correction,20v2
3057410033,numfloors,21,0,2,numfloors correction,20v2
4058937502,numfloors,21,4,2,numfloors correction,20v2
4050427503,numfloors,13,4,2,numfloors correction,20v2
1014910048,numfloors,5,26,2,numfloors correction,20v2
1012420055,numfloors,2,18,2,numfloors correction,20v2
1004640006,numfloors,2,15,2,numfloors correction,20v2
3024077503,numfloors,4,13,2,numfloors correction,20v2
1012340007,numfloors,7,14,2,numfloors correction,20v2
1015100027,numfloors,5,10,2,numfloors correction,20v2
